choice_TID,choice_group_ID,result_Index,Choice_type,hidden_Choice_condition_type,hidden_Choice_condition_Standard,hidden_Choice_condition_value,choice_text_ID,condition1_type,condition1_standard,condition1_value,condition2_type,condition2_standard,condition2_value,And_result,Condition1_result,Condition2_result,fail_result
Choice_Story_02743,Choice_Story_0274,3,Normal,Null,Null,,\q지금이라도 현실로 가는 방법은 없나요?\q,Null,Null,,Null,Null,,,,,R0288_P100
Choice_Story_02761,Choice_Story_0276,1,Normal,Null,Null,,\q여기에 살 수도 있나요?\q,Null,Null,,Null,Null,,,,,R0279_P100
Choice_Story_02762,Choice_Story_0276,2,Normal,Null,Null,,\q죽었다고요?\q,Null,Null,,Null,Null,,,,,R0282_P100
Choice_Story_02791,Choice_Story_0279,1,Normal,Null,Null,,\q그게 그 사람들의 선택이었나요?\q,Null,Null,,Null,Null,,,,,R0281_P100
Choice_Story_02811,Choice_Story_0281,1,Normal,Null,Null,,\q잠깐만요.\q,Null,Null,,Null,Null,,,,,R0292_P100
Choice_Story_02821,Choice_Story_0282,1,Normal,Null,Null,,\q잠깐만요.\q,Null,Null,,Null,Null,,,,,R0292_P100
Choice_Story_02841,Choice_Story_0284,1,Normal,Null,Null,,\q왜 다들 오즈를 만나지 못했죠?\q,Null,Null,,Null,Null,,,,,R0286_P100
Choice_Story_02861,Choice_Story_0286,1,Normal,Null,Null,,\q잠깐만요.\q,Null,Null,,Null,Null,,,,,R0292_P100
Choice_Story_02881,Choice_Story_0288,1,Normal,Null,Null,,\q무조건 살아남아야 한다는 거네요.\q,Null,Null,,Null,Null,,,,,R0290_P100
Choice_Story_02901,Choice_Story_0290,1,Normal,Null,Null,,\q잠깐만요.\q,Null,Null,,Null,Null,,,,,R0292_P100
Choice_Story_02921,Choice_Story_0292,1,Normal,Null,Null,,\q끝인가요?\q,Null,Null,,Null,Null,,,,,R0294_P100
Choice_Story_02941,Choice_Story_0294,1,Normal,Null,Null,,\q도와주셔서 감사합니다.\q,Null,Null,,Null,Null,,,,,R0297_P100
Choice_Story_02942,Choice_Story_0294,2,Normal,Null,Null,,\q짜증나지만 잘 살아남아서 떠나볼게요.\q,Null,Null,,Null,Null,,,,,
Choice_Story_02971,Choice_Story_0297,1,Normal,Null,Null,,일어난다.,Null,Null,,Null,Null,,,,,R0300_P100
Choice_Story_02981,Choice_Story_0298,1,Normal,Null,Null,,일어난다.,Null,Null,,Null,Null,,,,,R0300_P100
Choice_Story_03001,Choice_Story_0300,1,Normal,Null,Null,,\q일단 빨간 모자의 그 망토를 찾아야지.\q,Null,Null,,Null,Null,,,,,R0302_P100
Choice_Story_03021,Choice_Story_0302,1,Normal,Null,Null,,방문을 열고 나간다.,Null,Null,,Null,Null,,,,,R0304_P100
Choice_Story_03041,Choice_Story_0304,1,Normal,Null,Null,,가까이 간다.,Null,Null,,Null,Null,,,,,R0307_P100
Choice_Story_03042,Choice_Story_0304,2,Normal,Null,Null,,인사를 하고 지나친다.,Null,Null,,Null,Null,,,,,R0308_P100
Choice_Story_03071,Choice_Story_0307,1,Normal,Null,Null,,\q까먹었네요. 다시 방에 갔다가 와야겠어요.\q,Null,Null,,Null,Null,,,,,R0310_P100
Choice_Story_03081,Choice_Story_0308,1,Normal,Null,Null,,\q까먹었네요. 다시 방에 갔다가 와야겠어요.\q,Null,Null,,Null,Null,,,,,R0310_P100
Choice_Story_03101,Choice_Story_0310,1,Normal,Null,Null,,\q맞긴 한데…\q,Null,Null,,Null,Null,,,,,R0313_P100
Choice_Story_03102,Choice_Story_0310,2,Normal,Null,Null,,\q아닌데요.\q,Null,Null,,Null,Null,,,,,R0314_P100
Choice_Story_03131,Choice_Story_0313,1,Normal,Null,Null,,\q무슨 말씀이 하고 싶으신 건가요\c 사장님?\q,Null,Null,,Null,Null,,,,,R0316_P100
Choice_Story_03141,Choice_Story_0314,1,Normal,Null,Null,,\q무슨 말씀이 하고 싶으신 건가요\c 사장님?\q,Null,Null,,Null,Null,,,,,R0316_P100
Choice_Story_03161,Choice_Story_0316,1,Normal,Null,Null,,아무 말도 안하는 김 사장을 빤히 쳐다본다.,Null,Null,,Null,Null,,,,,R0318_P100
Choice_Story_03181,Choice_Story_0318,1,Normal,Null,Null,,\q네?\q,Null,Null,,Null,Null,,,,,R0321_P100
Choice_Story_03182,Choice_Story_0318,2,Normal,Null,Null,,\q뭘 보고요?\q,Null,Null,,Null,Null,,,,,R0323_P100
Choice_Story_03211,Choice_Story_0321,1,Normal,Null,Null,,\q그게 무슨…\q,Null,Null,,Null,Null,,,,,R0327_P100
Choice_Story_03231,Choice_Story_0323,1,Normal,Null,Null,,\q아이씨...\q,Null,Null,,Null,Null,,,,,R0325_P100
Choice_Story_03251,Choice_Story_0325,1,Normal,Null,Null,,\q방금 내 대답은 좀 그럴 만도 한데 그 전까지는 딱히 의심할 거리가 없었던 것 같은데요.\q,Null,Null,,Null,Null,,,,,R0327_P100
Choice_Story_03271,Choice_Story_0327,1,Normal,Null,Null,,\q아- 처음부터 떠볼 생각이었다? 이거네요.\q,Null,Null,,Null,Null,,,,,R0329_P100
Choice_Story_03291,Choice_Story_0329,1,Normal,Null,Null,,살짝 웃는다.,Null,Null,,Null,Null,,,,,R0331_P100
Choice_Story_03292,Choice_Story_0329,2,Normal,Null,Null,,미간을 찌푸린다.,Null,Null,,Null,Null,,,,,R0376_P100
Choice_Story_03311,Choice_Story_0331,1,Normal,Null,Null,,\q돈 벌어주니까 좋기는 한데 뭔가 찝찝하신가봐요?\q,Null,Null,,Null,Null,,,,,R0334_P100
Choice_Story_03312,Choice_Story_0331,2,Normal,Null,Null,,\q패를 반만 보여주시겠다\c 이건가요?\q,Null,Null,,Null,Null,,,,,R0343_P100
Choice_Story_03341,Choice_Story_0334,1,Normal,Null,Null,,\q눈치만 빠른 건 아닌데.\q,Null,Null,,Null,Null,,,,,R0336_P100
Choice_Story_03361,Choice_Story_0336,1,Normal,Null,Null,,\q그래서요.\q,Null,Null,,Null,Null,,,,,R0338_P100
Choice_Story_03381,Choice_Story_0338,1,Normal,Null,Null,,\q저보단 사장님께서 더 약아빠진 것 같은데.\q,Null,Null,,Null,Null,,,,,R0340_P100
Choice_Story_03401,Choice_Story_0340,1,Normal,Null,Null,,\q거기다가 손님한테 같잖게 떠보기나 하고?\q,Null,Null,,Null,Null,,,,,R0342_P100
Choice_Story_03421,Choice_Story_0342,1,Normal,Null,Null,,\q주는 것 없이 얻기만 하겠다는 식의 방법은 여기가 어떤 세상인지와 상관없이 통하지 않을 거에요.\q,Null,Null,,Null,Null,,,,,R0349_P100
Choice_Story_03431,Choice_Story_0343,1,Normal,Null,Null,,\q그럼 전 할 얘기가 없는데.\q,Null,Null,,Null,Null,,,,,
Choice_Story_03451,Choice_Story_0345,1,Normal,Null,Null,,\q그럼 까세요. 전 거기에 맞게 반응해드릴 테니.\q,Null,Null,,Null,Null,,,,,
Choice_Story_03471,Choice_Story_0347,1,Normal,Null,Null,,\q주는 것 없이 얻기만 하겠다는 식의 방법은 여기가 어떤 세상인지와 상관없이 통하지 않을 거에요.\q,Null,Null,,Null,Null,,,,,R0349_P100
Choice_Story_03491,Choice_Story_0349,1,Normal,Null,Null,,\q그게 제 매력이라.\q,Null,Null,,Null,Null,,,,,R0352_P100
Choice_Story_03492,Choice_Story_0349,2,Normal,Null,Null,,\q다 아는 듯한 게 아니라 다 아는 거라고 생각해 주시죠?\q,Null,Null,,Null,Null,,,,,R0352_P100
Choice_Story_03521,Choice_Story_0352,1,Normal,Null,Null,,\q뭐죠?\q,Null,Null,,Null,Null,,,,,R0354_P100
Choice_Story_03522,Choice_Story_0352,2,Normal,Null,Null,,\q죄송한데 제가 지금은 좀 바빠서요.\q,Null,Null,,Null,Null,,,,,R0373_P100
Choice_Story_03541,Choice_Story_0354,1,Normal,Null,Null,,\q웬 캠코더에요?\q,Null,Null,,Null,Null,,,,,R0356_P100
Choice_Story_03561,Choice_Story_0356,1,Normal,Null,Null,, 비닐봉투를 받는다.,Null,Null,,Null,Null,,,,,R0360_P100
Choice_Story_03562,Choice_Story_0356,2,Normal,Null,Null,,비닐봉투를 다시 돌려준다.,Null,Null,,Null,Null,,,,,R0369_P100
Choice_Story_03601,Choice_Story_0360,1,Normal,Null,Null,,\q근데 거짓이라고 어떻게 확신하시죠?\q,Null,Null,,Null,Null,,,,,R0362_P100
Choice_Story_03621,Choice_Story_0362,1,Normal,Null,Null,,\q왜 갑자기 이렇게 하시는 거죠?\q,Null,Null,,Null,Null,,,,,R0364_P100
Choice_Story_03641,Choice_Story_0364,1,Normal,Null,Null,,\q뭘 받고 싶으신가요?\q,Null,Null,,Null,Null,,,,,R0366_P100
Choice_Story_03661,Choice_Story_0366,1,Normal,Null,Null,,고개를 끄덕인다.,Null,Null,,Null,Null,,,,,R0368_P100
Choice_Story_03681,Choice_Story_0368,1,Normal,Null,Null,,자리를 뜬다.,Null,Null,,Null,Null,,,,,R0409_P100
Choice_Story_03691,Choice_Story_0369,1,Normal,Null,Null,,\q죄송하지만 지금은 제가 못 받겠네요.\q,Null,Null,,Null,Null,,,,,R0371_P100
Choice_Story_03711,Choice_Story_0371,1,Normal,Null,Null,,자리를 뜬다.,Null,Null,,Null,Null,,,,,R0409_P100
Choice_Story_03731,Choice_Story_0373,1,Normal,Null,Null,,\q아\c 네. 먼저 가보겠습니다.\q,Null,Null,,Null,Null,,,,,R0409_P100
Choice_Story_03761,Choice_Story_0376,1,Normal,Null,Null,,\q덕분에요. 그래서\c 날 통해 얻고 싶은 건 뭔데요?\q,Null,Null,,Null,Null,,,,,R0379_P100
Choice_Story_03762,Choice_Story_0376,2,Normal,Null,Null,,\q좀이 아닐 텐데. 그래서 날 떠봐서 그쪽한테 좋을 건 뭔데요?,Null,Null,,Null,Null,,,,,R0382_P100
Choice_Story_03791,Choice_Story_0379,1,Normal,Null,Null,,\q그래서요?\q,Null,Null,,Null,Null,,,,,R0381_P100
Choice_Story_03811,Choice_Story_0381,1,Normal,Null,Null,,살짝 웃는다.,Null,Null,,Null,Null,,,,,R0386_P100
Choice_Story_03821,Choice_Story_0382,1,Normal,Null,Null,,\q그래서요?\q,Null,Null,,Null,Null,,,,,R0384_P100
Choice_Story_03841,Choice_Story_0384,1,Normal,Null,Null,,살짝 웃는다.,Null,Null,,Null,Null,,,,,R0386_P100
Choice_Story_03861,Choice_Story_0386,1,Normal,Null,Null,,\q그럼 대놓고 여쭤볼게요. 저 도와주실래요?\q,Null,Null,,Null,Null,,,,,R0390_P100
Choice_Story_03862,Choice_Story_0386,2,Normal,Null,Null,,\q전 빨간 모자한테서 받아야 할 게 있어서 서로 도움은 될 것 같은데.\q,Null,Null,,Null,Null,,,,,R0390_P100
Choice_Story_03863,Choice_Story_0386,3,Normal,Null,Null,,\q처음에는 참 맘에 안 들었는데 패를 슬슬 까시니까 저도 좀 도와드리고 싶긴 하네요.\q,Null,Null,,Null,Null,,,,,R0390_P100
Choice_Story_03901,Choice_Story_0390,1,Normal,Null,Null,,\q그런데 조건 하나 걸게요.\q,Null,Null,,Null,Null,,,,,R0392_P100
Choice_Story_03921,Choice_Story_0392,1,Normal,Null,Null,,사무실 앞으로 걸어간다.,Null,Null,,Null,Null,,,,,R0395_P100
Choice_Story_03922,Choice_Story_0392,2,Normal,Null,Null,,가만히 서 있는다.,Null,Null,,Null,Null,,,,,
Choice_Story_03951,Choice_Story_0395,1,Normal,Null,Null,,\q캠코더요?\q,Null,Null,,Null,Null,,,,,R0398_P100
Choice_Story_03961,Choice_Story_0396,1,Normal,Null,Null,,\q캠코더요?\q,Null,Null,,Null,Null,,,,,R0398_P100
Choice_Story_03981,Choice_Story_0398,1,Normal,Null,Null,,\q그걸 아시면 김 사장님께서 하셨으면 되는 거 아닌가요?\q,Null,Null,,Null,Null,,,,,R0401_P100
Choice_Story_03982,Choice_Story_0398,2,Normal,Null,Null,,\q네? 다 거짓말이라뇨?\q,Null,Null,,Null,Null,,,,,R0402_P100
Choice_Story_04011,Choice_Story_0401,1,Normal,Null,Null,,\q생각보다 많이 약은 아이였네요.\q,Null,Null,,Null,Null,,,,,R0404_P100
Choice_Story_04021,Choice_Story_0402,1,Normal,Null,Null,,\q생각보다 많이 약은 아이였네요.\q,Null,Null,,Null,Null,,,,,R0404_P100
Choice_Story_04041,Choice_Story_0404,1,Normal,Null,Null,,악수한다.,Null,Null,,Null,Null,,,,,R0406_P100
Choice_Story_04061,Choice_Story_0406,1,Normal,Null,Null,,고개 숙여 인사한다. ,Null,Null,,Null,Null,,,,,R0408_P100
Choice_Story_04081,Choice_Story_0408,1,Normal,Null,Null,,마을 중앙 분수로 향한다.,Null,Null,,Null,Null,,,,,R0411_P100
Choice_Story_04091,Choice_Story_0409,1,Normal,Null,Null,,마을 중앙 분수로 향한다.,Null,Null,,Null,Null,,,,,R0411_P100
Choice_Story_04111,Choice_Story_0411,1,Normal,Null,Null,,분수대에 도착한다.,Null,Null,,Null,Null,,,,,R0413_P100
Choice_Story_04131,Choice_Story_0413,1,Normal,Null,Null,,분수대 옆 안내판으로 간다.,Null,Null,,Null,Null,,,,,R0415_P100
Choice_Story_04132,Choice_Story_0413,2,Normal,Null,Null,,분수대 앞으로 간다.,Null,Null,,Null,Null,,,,,R0550_P100
Choice_Story_04151,Choice_Story_0415,1,Normal,Null,Null,,정말 그들의 영웅일까?,Null,Null,,Null,Null,,,,,R0417_P100
Choice_Story_04171,Choice_Story_0417,1,Normal,Null,Null,,할머니 댁이 있는 로도드 숲으로 향하는 빨간 모자님은... ,Null,Null,,Null,Null,,,,,R0419_P100
Choice_Story_04191,Choice_Story_0419,1,Normal,Null,Null,,\q저기요-.\q,Null,Null,,Null,Null,,,,,R0421_P100
Choice_Story_04211,Choice_Story_0421,1,Normal,Null,Null,,\q아니\c 로도드 숲이 어디냐니깐요?\q,Null,Null,,Null,Null,,,,,R0424_P100
Choice_Story_04212,Choice_Story_0421,2,Normal,Null,Null,,대답을 기다린다.,Null,Null,,Null,Null,,,,,R0424_P100
Choice_Story_04241,Choice_Story_0424,1,Normal,Null,Null,,왜 이리 말이 많아.,Null,Null,,Null,Null,,,,,R0427_P100
Choice_Story_04242,Choice_Story_0424,2,Normal,Null,Null,,소문? 무슨 소문?,Null,Null,,Null,Null,,,,,R0427_P100
Choice_Story_04271,Choice_Story_0427,1,Normal,Null,Null,,늑대의 소굴이라.,Null,Null,,Null,Null,,,,,R0430_P100
Choice_Story_04272,Choice_Story_0427,2,Normal,Null,Null,, 1번가가 어디더라.,Null,Null,,Null,Null,,,,,R0431_P100
Choice_Story_04301,Choice_Story_0430,1,Normal,Null,Null,,\q늑대가 그렇게 많대요?\q,Null,Null,,Null,Null,,,,,R0433_P100
Choice_Story_04311,Choice_Story_0431,1,Normal,Null,Null,,\q늑대가 그렇게 많대요?\q,Null,Null,,Null,Null,,,,,R0433_P100
Choice_Story_04331,Choice_Story_0433,1,Normal,Null,Null,,\q그거 누가 썼는지 알 수 있을까요?\q,Null,Null,,Null,Null,,,,,R0436_P100
Choice_Story_04332,Choice_Story_0433,2,Normal,Null,Null,,\q오늘은 없네요?\q,Null,Null,,Null,Null,,,,,R0499_P100
Choice_Story_04361,Choice_Story_0436,1,Normal,Null,Null,,난 좀 알고 싶은데.,Null,Null,,Null,Null,,,,,R0438_P100
Choice_Story_04362,Choice_Story_0436,2,Normal,Null,Null,,그치\c 나도 굳이 알 필요는 없지.,Null,Null,,Null,Null,,,,,R0496_P100
Choice_Story_04381,Choice_Story_0438,1,Normal,Null,Null,,잠시 생각한다.,Null,Null,,Null,Null,,,,,R0440_P100
Choice_Story_04382,Choice_Story_0438,2,Normal,Null,Null,,같이 웃어 보인다.,Null,Null,,Null,Null,,,,,R0476_P100
Choice_Story_04401,Choice_Story_0440,1,Normal,Null,Null,,'종이에 써서 붙여요.',Null,Null,,Null,Null,,,,,R0442_P100
Choice_Story_04402,Choice_Story_0440,2,Normal,Null,Null,,'공공의 이익을 위해서',Null,Null,,Null,Null,,,,,R0448_P100
Choice_Story_04403,Choice_Story_0440,3,Normal,Null,Null,,'처음에 누가 그렇게 붙여 놓고 가니까.',Null,Null,,Null,Null,,,,,R0452_P100
Choice_Story_04421,Choice_Story_0442,1,Normal,Null,Null,,\q혹시 그 종이가 컴퓨터로 뽑은 건가요\c 아니면 직접 쓴 건가요?\q,Null,Null,,Null,Null,,,,,R0444_P100
Choice_Story_04441,Choice_Story_0444,1,Normal,Null,Null,,\q아\c 아니에요. 감사합니다.\q,Null,Null,,Null,Null,,,,,R0446_P100
Choice_Story_04461,Choice_Story_0446,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_04481,Choice_Story_0448,1,Normal,Null,Null,,\q저라도 그럴 것 같긴 하네요. 감사합니다.\q,Null,Null,,Null,Null,,,,,R0450_P100
Choice_Story_04501,Choice_Story_0450,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_04521,Choice_Story_0452,1,Normal,Null,Null,,\q혹시 처음 붙여진 게 언제였어요?\q,Null,Null,,Null,Null,,,,,R0454_P100
Choice_Story_04541,Choice_Story_0454,1,Normal,Null,Null,,\q그때쯤에 다른 일은 없었나요?\q,Null,Null,,Null,Null,,,,,R0456_P100
Choice_Story_04542,Choice_Story_0454,2,Normal,Null,Null,,\q그 전에는 늑대 얘기가 없었나요?\q,Null,Null,,Null,Null,,,,,R0464_P100
Choice_Story_04561,Choice_Story_0456,1,Normal,Null,Null,,음...,Null,Null,,Null,Null,,,,,R0459_P100
Choice_Story_04562,Choice_Story_0456,2,Normal,Null,Null,,나라도 그럴 것 같긴 하다.,Null,Null,,Null,Null,,,,,R0460_P100
Choice_Story_04591,Choice_Story_0459,1,Normal,Null,Null,,근데 이게 빨간 모자를 얻는 데는 도움이 되려나?,Null,Null,,Null,Null,,,,,R0462_P100
Choice_Story_04601,Choice_Story_0460,1,Normal,Null,Null,,근데 이게 빨간 모자를 얻는 데는 도움이 되려나?,Null,Null,,Null,Null,,,,,R0462_P100
Choice_Story_04621,Choice_Story_0462,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_04641,Choice_Story_0464,1,Normal,Null,Null,,\q빨간 모자는 언제 늑대를 만났나요?\q,Null,Null,,Null,Null,,,,,R0466_P100
Choice_Story_04661,Choice_Story_0466,1,Normal,Null,Null,,말이 되네.,Null,Null,,Null,Null,,,,,R0469_P100
Choice_Story_04662,Choice_Story_0466,2,Normal,Null,Null,,타이밍 좋네.,Null,Null,,Null,Null,,,,,R0470_P100
Choice_Story_04691,Choice_Story_0469,1,Normal,Null,Null,,\q아\c 그렇네요. 감사합니다.\q,Null,Null,,Null,Null,,,,,R0474_P100
Choice_Story_04701,Choice_Story_0470,1,Normal,Null,Null,,빨간 모자가 늑대를 물리쳤다라고 믿을 만하지.,Null,Null,,Null,Null,,,,,R0472_P100
Choice_Story_04721,Choice_Story_0472,1,Normal,Null,Null,,\q아\c 그렇네요. 감사합니다.\q,Null,Null,,Null,Null,,,,,R0474_P100
Choice_Story_04741,Choice_Story_0474,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_04761,Choice_Story_0476,1,Normal,Null,Null,,뭐야. 텔레파시야?,Null,Null,,Null,Null,,,,,R0480_P100
Choice_Story_04762,Choice_Story_0476,2,Normal,Null,Null,,미친\c 이게 통한다고?,Null,Null,,Null,Null,,,,,R0480_P100
Choice_Story_04763,Choice_Story_0476,3,Normal,Null,Null,,아\c 눈치 빨라서 좋네.,Null,Null,,Null,Null,,,,,R0480_P100
Choice_Story_04801,Choice_Story_0480,1,Normal,Null,Null,,종이를 받는다.,Null,Null,,Null,Null,,,,,R0482_P100
Choice_Story_04821,Choice_Story_0482,1,Normal,Null,Null,,가지 말아요?,Null,Null,,Null,Null,,,,,R0485_P100
Choice_Story_04822,Choice_Story_0482,2,Normal,Null,Null,,보세요?,Null,Null,,Null,Null,,,,,R0488_P100
Choice_Story_04851,Choice_Story_0485,1,Normal,Null,Null,,다들?,Null,Null,,Null,Null,,,,,R0487_P100
Choice_Story_04871,Choice_Story_0487,1,Normal,Null,Null,,그게 빨간 모자든지 누구든지.,Null,Null,,Null,Null,,,,,R0492_P100
Choice_Story_04881,Choice_Story_0488,1,Normal,Null,Null,,여기도 똑같네?,Null,Null,,Null,Null,,,,,R0490_P100
Choice_Story_04901,Choice_Story_0490,1,Normal,Null,Null,,그게 빨간 모자든지 누구든지.,Null,Null,,Null,Null,,,,,R0492_P100
Choice_Story_04921,Choice_Story_0492,1,Normal,Null,Null,,명함을 받는다.,Null,Null,,Null,Null,,,,,R0494_P100
Choice_Story_04941,Choice_Story_0494,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_04961,Choice_Story_0496,1,Normal,Null,Null,,그만 질문하자.,Null,Null,,Null,Null,,,,,R0498_P100
Choice_Story_04981,Choice_Story_0498,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_04991,Choice_Story_0499,1,Normal,Null,Null,,\q그래도 무서워서 할머니께서 거기서는 계속 못 사시겠어요.\q,Null,Null,,Null,Null,,,,,R0501_P100
Choice_Story_05011,Choice_Story_0501,1,Normal,Null,Null,,대답을 기다린다.,Null,Null,,Null,Null,,,,,R0503_P100
Choice_Story_05031,Choice_Story_0503,1,Normal,Null,Null,,나무집인 걸 말해서인가?,Null,Null,,Null,Null,,,,,R0506_P100
Choice_Story_05032,Choice_Story_0503,2,Normal,Null,Null,,아-\c 이 애기가 공개된 게 아니야?,Null,Null,,Null,Null,,,,,R0506_P100
Choice_Story_05061,Choice_Story_0506,1,Normal,Null,Null,,\q다행이네요. 괜찮으시다니.\q,Null,Null,,Null,Null,,,,,R0509_P100
Choice_Story_05062,Choice_Story_0506,2,Normal,Null,Null,,\q괜찮아요. 아무한테도 말 안 할게요.\q,Null,Null,,Null,Null,,,,,R0510_P100
Choice_Story_05091,Choice_Story_0509,1,Normal,Null,Null,,난 약속은 한 적 없는데.,Null,Null,,Null,Null,,,,,R0513_P100
Choice_Story_05092,Choice_Story_0509,2,Normal,Null,Null,,내가 안 간다고는 한 적 없어요-. ,Null,Null,,Null,Null,,,,,R0513_P100
Choice_Story_05101,Choice_Story_0510,1,Normal,Null,Null,,난 약속은 한 적 없는데.,Null,Null,,Null,Null,,,,,R0513_P100
Choice_Story_05102,Choice_Story_0510,2,Normal,Null,Null,,내가 안 간다고는 한 적 없어요-. ,Null,Null,,Null,Null,,,,,R0513_P100
Choice_Story_05131,Choice_Story_0513,1,Normal,Null,Null,,\q근데 숲이라 길은 엄청 복잡하겠어요.\q,Null,Null,,Null,Null,,,,,R0517_P100
Choice_Story_05132,Choice_Story_0513,2,Normal,Null,Null,,\q근데 빨간 모자 집은 어떻게 아세요?\q,Null,Null,,Null,Null,,,,,R0520_P100
Choice_Story_05133,Choice_Story_0513,3,Normal,Null,Null,,\q근데 빨간 모자 집은 어떻게 가요?\q,Null,Null,,Null,Null,,,,,R0544_P100
Choice_Story_05171,Choice_Story_0517,1,Normal,Null,Null,,살짝 웃어 보인다.,Null,Null,,Null,Null,,,,,R0519_P100
Choice_Story_05191,Choice_Story_0519,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_05201,Choice_Story_0520,1,Normal,Null,Null,,가이드가 꺼낸 종이를 본다.,Null,Null,,Null,Null,,,,,R0522_P100
Choice_Story_05221,Choice_Story_0522,1,Normal,Null,Null,,지도를 손으로 잡는다.,Null,Null,,Null,Null,,,,,R0524_P100
Choice_Story_05241,Choice_Story_0524,1,Normal,Null,Null,,지도를 놓는다.,Null,Null,,Null,Null,,,,,R0527_P100
Choice_Story_05242,Choice_Story_0524,2,Normal,Null,Null,,지도를 당긴다.,Null,Null,,Null,Null,,,,,R0528_P100
Choice_Story_05281,Choice_Story_0528,1,Normal,Null,Null,,\q아\c 죄송해요.\q,Null,Null,,Null,Null,,,,,R0530_P100
Choice_Story_05301,Choice_Story_0530,1,Normal,Null,Null,,기다린다.,Null,Null,,Null,Null,,,,,R0532_P100
Choice_Story_05302,Choice_Story_0530,2,Normal,Null,Null,,손에 든 지도를 챙겨 자리를 뜬다.,Null,Null,,Null,Null,,,,,R0538_P100
Choice_Story_05321,Choice_Story_0532,1,Normal,Null,Null,,뭐야. 안 기다려도 되는 거였어?,Null,Null,,Null,Null,,,,,R0534_P100
Choice_Story_05341,Choice_Story_0534,1,Normal,Null,Null,,\q다행이에요. 걱정했는데.\q,Null,Null,,Null,Null,,,,,R0536_P100
Choice_Story_05361,Choice_Story_0536,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_05381,Choice_Story_0538,1,Normal,Null,Null,,뒤를 돌아본다.,Null,Null,,Null,Null,,,,,R0540_P100
Choice_Story_05401,Choice_Story_0540,1,Normal,Null,Null,,한숨을 쉰다.,Null,Null,,Null,Null,,,,,R0543_P100
Choice_Story_05402,Choice_Story_0540,2,Normal,Null,Null,,손으로 앞머리를 턴다.,Null,Null,,Null,Null,,,,,R0543_P100
Choice_Story_05431,Choice_Story_0543,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_05441,Choice_Story_0544,1,Normal,Null,Null,,\q아니\c 오른쪽으로 간다든지 그런 거 있잖아요.\q,Null,Null,,Null,Null,,,,,R0546_P100
Choice_Story_05461,Choice_Story_0546,1,Normal,Null,Null,,\q알겠습니다.\q,Null,Null,,Null,Null,,,,,R0548_P100
Choice_Story_05481,Choice_Story_0548,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_05501,Choice_Story_0550,1,Normal,Null,Null,,\q자기야\c 나 로도드 숲에 갔다왔어.\q,Null,Null,,Null,Null,,,,,R0552_P100
Choice_Story_05502,Choice_Story_0550,2,Normal,Null,Null,,\q당신\c 이장님하고 만나기로 했다면서요?\q,Null,Null,,Null,Null,,,,,R0594_P100
Choice_Story_05521,Choice_Story_0552,1,Normal,Null,Null,,\q저기\c 죄송한데.\q,Null,Null,,Null,Null,,,,,R0555_P100
Choice_Story_05522,Choice_Story_0552,2,Normal,Null,Null,,\q로도드 숲이 어디에요?\q,Null,Null,,Null,Null,,,,,R0556_P100
Choice_Story_05551,Choice_Story_0555,1,Normal,Null,Null,,\q로도드 숲이 어디에요?\q,Null,Null,,Null,Null,,,,,R0558_P100
Choice_Story_05561,Choice_Story_0556,1,Normal,Null,Null,,\q로도드 숲이 어디에요?\q,Null,Null,,Null,Null,,,,,R0558_P100
Choice_Story_05581,Choice_Story_0558,1,Normal,Null,Null,,웩\c 자기라니.,Null,Null,,Null,Null,,,,,R0561_P100
Choice_Story_05582,Choice_Story_0558,2,Normal,Null,Null,,어떤 말이길래.,Null,Null,,Null,Null,,,,,R0561_P100
Choice_Story_05611,Choice_Story_0561,1,Normal,Null,Null,,약간 초점이 다른 데로 맞춰진 것 같은데.,Null,Null,,Null,Null,,,,,R0564_P100
Choice_Story_05612,Choice_Story_0561,2,Normal,Null,Null,,와\c 쩌는데?,Null,Null,,Null,Null,,,,,R0566_P100
Choice_Story_05641,Choice_Story_0564,1,Normal,Null,Null,,로도드 숲의 오른쪽으로 가면 집이 있다.,Null,Null,,Null,Null,,,,,R0568_P100
Choice_Story_05661,Choice_Story_0566,1,Normal,Null,Null,,근데 오른쪽으로 가면 집이 있다고?,Null,Null,,Null,Null,,,,,R0568_P100
